"","B_cells_naive_CIBERSORT","B_cells_memory_CIBERSORT","Plasma_cells_CIBERSORT","T_cells_CD8_CIBERSORT","T_cells_CD4_naive_CIBERSORT","T_cells_CD4_memory_resting_CIBERSORT","T_cells_CD4_memory_activated_CIBERSORT","T_cells_follicular_helper_CIBERSORT","T_cells_regulatory_(Tregs)_CIBERSORT","T_cells_gamma_delta_CIBERSORT","NK_cells_resting_CIBERSORT","NK_cells_activated_CIBERSORT","Monocytes_CIBERSORT","Macrophages_M0_CIBERSORT","Macrophages_M1_CIBERSORT","Macrophages_M2_CIBERSORT","Dendritic_cells_resting_CIBERSORT","Dendritic_cells_activated_CIBERSORT","Mast_cells_resting_CIBERSORT","Mast_cells_activated_CIBERSORT","Eosinophils_CIBERSORT","Neutrophils_CIBERSORT"
"GSE57218_GSM1380942",0.0291103278203998,0.00922754404579125,0,0.0598637474533528,0,0,0,0.041945484489112,0.0145392676156192,0,0.034664686104621,0,0.0147105003697383,0.229510047928776,0.0136224217759593,0.398931895912815,0,0,0,0.105673655561287,0,0.0482004209225283
"GSE57218_GSM1380944",0.00950018875646777,0.00323256673166894,0,0.00222863724967019,0.0502073167617028,0,0,0.098531701601751,0.0513819870124248,0,0.0657848947895298,0,0.242921557511327,0.159243246802673,0.0670107243227897,0.110468832387283,0,0,0.0776264635173188,0.0277143159307803,0.0341475666246134,0
"GSE57218_GSM1380946",0.105760042192972,0,0,0.0050519360476098,0,0.175628301014243,0,0.00275322350350337,0.0295279218220042,0,0.00869192743101367,0.0295308822519613,0.121478033512231,0,0.0944276402871614,0.24848220082708,0.0539337329836921,0,0.0982268238533375,0,0,0.0265073342731901
"GSE57218_GSM1380948",0.0419362944278761,0,0.0444776829032311,0.0486850507250707,0.00816277292691073,0.0117464068227323,0,0.0443252793665069,0,0.0209541817633824,0,0.0244044748244917,0.102242405791878,0,0.0958222632366163,0.352640083707205,0.0496103797310249,0,0.149778674177436,0,0,0.00521404959563788
"GSE57218_GSM1380950",0.0795897843709992,0,0.00596600344389291,0,0.0160449179790031,0.0272236370782072,0,0.0856736235342279,0.0283918112587844,0.00301700407886477,0,0.0476333004556356,0.0771018581059036,0,0.0835856158916305,0.329964032531125,0.0419320567125367,0,0.124747319941599,0,0,0.0491290346175905
"GSE57218_GSM1380952",0.0113263831006703,0.000220511055484416,0.0002618411058001,0,0,0.161138809011606,0.000190371453242123,0.0737555175540678,0.0417260938344087,0.0195111712599824,0.0938282066090194,0,0.252183903361468,0.0424364772265291,0.0313347871030891,0.120222725448878,0.00996665803828145,0,0.0605369889884217,0,0,0.081359554849052
"GSE57218_GSM1380954",0.0485174772796392,0,0.0415404251713852,0.0573795598866916,0,0.125203631628006,0.019246213530024,0,0.131278496599822,0,0.0336557655166495,0,0.11483289953541,0,0.0376611104983785,0.310878753783186,0,0,0.0329810782908256,0.0325219060948748,0,0.0143026821851071
"GSE98918_GSM2627530",0.0669448078013303,0,0,6.15000632426905e-05,0.00615470528610251,0.0623171092793004,0,0.0289770739228166,0.0160542758111487,0.0635289043017448,0.0336531945026656,0,0.0363001723673528,0.144547129776568,0.0814797808492425,0.378206514320538,0.0157069838133609,0,0.0109615500618595,0.0517229060728422,0,0.00338339176988465
"GSE98918_GSM2627531",0.066553114420372,0,0,0,0,0,0,0.0657574094952456,0.00345716496489786,0.052703705155555,0,0.0168432916983372,0,0.338726956624513,0.0393350856332228,0.259051657998465,0,0,0.120215307548952,0.0114176990373244,0.00224312542469629,0.0236954819984182
"GSE98918_GSM2627532",0.030334743164746,0,0.004476433237983,0.145605004413029,0.0368314268083789,0.131474961493181,0,0,0.00236317192986901,0,0.0786653269511252,0,0.131569522526916,0.183182201991179,0.0216386072625187,0.165033834919295,0,0,0.0348786960420014,0.0339460692597774,0,0
"GSE98918_GSM2627533",0,0.00136939000757072,0.108514703013037,0.110036105899346,0.0569198678769433,0,0,0.078333597652254,0.0610471621477098,0,0.0817837667797451,0,0.123662499424976,0,0.0313951221866685,0.221888330132399,0,0,0.0529146353994826,0.00455942777272847,0.0126729114355763,0.0549024802715628
"GSE98918_GSM2627534",0.0852173062618866,0,0.00110393230021854,0.0419814380950845,0,0.0117305238854781,0,0.0104405278760164,0.00367469791342635,0,0.000751981763785708,0,0.0839796965834965,0,0.0455151637200765,0.513918979992412,0.00507813297126985,0,0.143092320791784,0,0,0.0535152978450644
"GSE98918_GSM2627535",0.0956971185482199,0,0.00280226602002186,0.00890296674468047,0,0.0405193763456514,0.0208216060096355,0.0084582311405183,0,0.0130942371125155,0,0,0.0606783045198701,0,0.0611306796980859,0.537396350813908,0.015367455045753,0,0.0710937429154991,0,0,0.0640376650856407
"GSE98918_GSM2627536",0,0.0756288915862859,0,0.143854049204596,0,0.0401481333197443,0,0.0248315429911185,0.0162071237261225,0,0.015525512517988,0,0.0622572530066168,0,0.0663119931546366,0.280101779538381,0.00671961211121391,0,0.249898425352547,0,0,0.0185156834907491
"GSE98918_GSM2627537",0.0618339048113139,0,0,0.0732416138336832,0,0.031629023489794,0,0.0570702813562565,0.0468026635597575,0,0,0.0266800165594649,0.035615494108263,0,0.0680457239453006,0.36856384918185,0.0126574484394989,0,0.176621157648054,0.0103272460999185,0,0.0309115769668451
"GSE98918_GSM2627538",0.0260927371712715,0,0,0,0,0.117882613394033,0,0.00373986889584435,0.087759623872411,0,0.0653393780741227,0,0.177476699193223,0,0.0731279194174204,0.375852350564107,0.00315299990057516,0,0.0393257162009833,0.0302500933160085,0,0
"GSE98918_GSM2627539",0,0.0200411678853013,0.0740972850478588,0,0,0.13740091547944,0.0234184424182004,0.0401252150947946,0.0369479820879506,0,0.0858760255108766,0,0.150413090318139,0.00028008835103689,0.129391940483883,0.167356779340007,0.0369921982071835,0,0,0.0618623846503761,0,0.0357964851249525
"GSE98918_GSM2627540",0,0.0261156797618161,0.0090827299228978,0,0.0112747548128132,0.104031386762497,0,0.0346782741577292,0.00293173464140056,0,0.0637979667248301,0,0.160479285544481,0.210656034556459,0.0595474254451973,0.205093040193652,0.0320133444865463,0,0.0703983843927385,0.00989995859694171,0,0
"GSE98918_GSM2627541",0,0,0.0159366704671296,0,0,0.0772274319259056,0,0.0911002373836929,0.044796179807495,0.0106911591105904,0,0.0319223124570718,0.131554000966518,0.0895468668501009,0.140106813554464,0.12222604214529,0.0314605828571788,0,0.185186546044348,0,0.0282451564302149,0
"GSE117999_GSM3316974",0.0563947280928364,0,0.0449500516122729,0.0854607144057764,0,0,0,0.0489904353240018,0.0120022126803014,0.00560550384883928,0,0.00873002034010391,0,0.250350708385844,0.059999259898818,0.271159077233505,0.0251764477387439,0,0.122097881523026,0.00908295891593154,0,0
"GSE117999_GSM3316975",0.086307296865531,0,0.0907739350827014,0.0031557201702906,0.0753404721606973,0.0298956647093266,0,0.0825720787424958,0.0259365274096653,0,0.0313797008622091,0.0241624388117925,0.14506326641013,0,0.0584235375114635,0.223785753975833,9.09889228840522e-05,0,0,0.0573456333254677,0,0.0657669850395119
"GSE117999_GSM3316977",0,0.00189645597187221,0.0231218340473127,0.114114758717151,0.0633458442095279,0,0,0.035665323074651,0.0610382661433096,0,0.0928424241376103,0,0.11536379175909,0,0.0272320190471001,0.256883083272502,0.0389031206639021,0,0.0512376158969878,0.0453456802154826,0,0.073009782843501
"GSE117999_GSM3316978",0.0438356634592982,0,0.0285273407207131,0,0.00274197678048167,0,0,0.0150648828913991,0.0071784603317523,0.138972548171384,0,0.0144638035886135,0.0116283073207567,0.205278008155843,0.0588604736612257,0.291474386971356,0.000654421859236114,0,0.154647974596274,0,0,0.0266717514916666
"GSE117999_GSM3316979",0.132389560075704,0,0.098340039065968,0,0.000322712593557027,0.0820774959533074,0,0.158080178530413,0.0576188204225638,0,0,0.0962197176777823,0.0692010211874801,0.0534716623788643,0.0685160118234436,0.101820583558773,0.0265139112763021,0,0,0.0523127947084323,0,0.00311549074740996
"GSE117999_GSM3316981",0.0583409276501556,0,0.128899699646577,0.0915622758165748,0.000732990919277082,0,0,0.0395836338934222,0.0855470287097099,0,0.0545480010890662,0,0.214075777702249,0.00213214960604261,0.0334456844935848,0.0778148222337825,0.0271116139762716,0,0.115880218999041,0.00629783592361814,0.00543592402618511,0.058591415314442
"GSE117999_GSM3316982",0.0808977706439638,0,0,0.0103425222569833,0,0.119626543964665,0,0,0.0570892343063001,0,0,0,0.185240384424071,0,0.0856476145089877,0.319312845228396,0.0286343093559424,0,0.105057104105157,0.00815167120553325,0,0
"GSE117999_GSM3316983",0.081953520067132,0,0.098835181643809,0.0198051726178545,0,0.176645626470563,0,0.0351337522024477,0.0751161581330048,0,0,0.0245175428046848,0.152672498889311,0,0,0.242544763508288,0.0166962599127531,0,0.0760795237501532,0,0,0
"GSE117999_GSM3316984",0.0900764748326321,0,0,0.00528747545413923,0,0.0774793641365957,0.0913035644202578,0,0.0294339468176782,0,0.0104982561320741,0.00628588786030227,0.151619176100393,0,0.0511130508075416,0.321531238083897,0.0602843737231003,0,0.0920932429303608,0.0129939487010275,0,0
"GSE117999_GSM3316985",0.0256237179644847,0,0.00342775846463243,0.0121273671031867,0.0259836554393231,0.0107284822107316,0,0.0670150077127207,0.0447879857249634,0,0,0.0748518008826249,0.0314817963724245,0.25885434128776,0.054241390978841,0.326301553094683,0,0,0.0281035316941437,0.0296477240414002,0.00682388702808081,0
"GSE12021_GSM302876",0.0526698907300347,0,0.0734099661800508,0.0303380640047068,0,0,0,0.145853057189393,0.0342782141979485,0,0.0108428507426802,0,0.0472878963616949,0.0442486780867217,0.0944490456780113,0.290312805596074,0.0296429106527011,0,0.139050033275811,0,0,0.00761658730417271
"GSE12021_GSM302880",0.0662691896272622,0,0.0163716930564363,0.0252505204701252,0,0.0691310294976821,0,0.107605786464935,0,0.000841013651287441,0,0.000474685343142451,0.0824117984679036,0,0.0934036596628105,0.325522622368643,0.0547035237954716,0,0.125878864724854,0,0,0.0321356128694459
"GSE12021_GSM302930",0.0506334318048495,0,0.0474430249590789,0.0741621573245238,0,0.0133294622439855,0,0,0.0652423016829543,0,0.0084140005716627,0,0.0885775122954213,0,0.0622019758869221,0.309406665950884,0.0294374968215176,0,0.242693210927941,0,0,0.00845875953025959
"GSE12021_GSM303326",0.0423949613219075,0.0664482961117023,0.135672372122702,0.155784649487114,0,0,0,0.157468250302732,0,0,0.00739865840826083,0.00190322231265747,0.012821643319498,0.0974223667307636,0.0515955682106984,0.131933171697305,0,0,0.139156839974659,0,0,0
"GSE12021_GSM303341",0,0,0.0170417797302452,0.0202722286534873,0.0475905725662269,0,0.0120491126125654,0.0240345308610326,0.0790183948916676,0,0.0636742420291739,0,0.0249452968882177,0,0.0466766689631926,0.383595228016953,0,0,0.281101944787238,0,0,0
"GSE12021_GSM303356",0.0229126344864098,0,0.0222844004865938,0,0,0.112135944435736,0,0,0.0446345529326697,0,0.00291085719189299,0.03111148899318,0.224409562970225,0,0.0205730641948529,0.335874321141672,0.0117323540403754,0,0.129623189419721,0,0,0.0417976297066718
"GSE12021_GSM303358",0,0.0335096491256626,0.103549917962035,0,0.0654727706126663,0.00974745702844521,0,0.0162135973817644,0.0275999843690941,0.0241482040588747,0.0396778870499752,0,0.0737961538059746,0,0.05282595109723,0.329023869464565,0.0846196803440683,0,0.124860079243824,0,0,0.0149547984558201
"GSE12021_GSM303360",0.0333664912447219,0,0.0183685512440158,0.03178284969893,0,0.0470173240686603,0.00182092279227673,0.0414882707913414,0.0416907523367039,0,0.0768414603770861,0,0.0572650401639995,0.0258070948634755,0.0429713321196374,0.322083233455743,0.00592575762588629,0,0.204511038221762,0,0,0.0490598809957605
"GSE12021_GSM303362",0.0782247478239118,0,0,0.125229788094975,0,0,0.00503704601596063,0.04038876308733,0.054955658617331,0,0.0208954598803916,0.00386829179479029,0.0825041936937213,0.121428858483611,0.0462262653047458,0.210449586293904,0.000543170719282309,0,0.210248170190045,0,0,0
"GSE12021_GSM303370",0,0,0.02391919939225,0.00172796545901235,0,0.087475359910713,0,0.0627650108943147,0.0311441427881549,0,0.0389313222914979,0,0.0760400612871883,0.144958588196538,0.035515541283336,0.433633883786639,0,0,0.000803581906196481,0.0362061011420812,0,0.0268792416620778
